gene,log2FoldChange,stat,pvalue,padj,xiao
ATP5F1,-0.0123421936987216,-0.201273264097861,0.840484906925904,0.925498086177376,0.997857517846494
ATP5G1,0.0659943236945164,0.882021859415713,0.377764986374268,0.616081134076321,0.937775823569907
ATP5G2,-0.0393850545173285,-0.699918910679439,0.48397794680197,0.706408381940751,0.971822249846481
ATP5G3,-0.0052996525742757,-0.0801563625213253,0.936112896100176,0.972261650167577,0.999650182407496
ATP5H,0.0082177215858362709,0.151440308537885,0.879628394498285,0.944424191337092,0.99894658527083
ATP5I,0.0189781068195542,0.258388520900551,0.796107074879172,0.904910372036613,0.995681931765322
ATP5J,0.0323332099237714,0.432179840721588,0.665610709931265,0.83121643993429,0.986924987675211
ATP5J2,0.710786131585461,3.06651182850068,0.00216572239242023,0.0175087745611881,0.0127697799026361
ATP5J2-PTCD1,0.273118198692226,1.06462239672641,0.287046840472282,0.528824549117814,0.711143159969989
ATP5L,0.0509078467985006,0.719192494209383,0.472022323415654,0.696778934170345,0.962503095351696
ATP5O,-0.0603269468100124,-0.455050153914622,0.649073157298438,0.822580099814505,0.974263088553896
ATP5S,-0.117745444646042,-2.1571522683123,0.0309938021581501,0.127166570618987,0.664285063074682
ATP5SL,-0.087914202883188,-1.67370888496843,0.0941878267518653,0.269233359523488,0.812455473022229
ATP6AP1,0.0395511671126736,0.615881949347051,0.537972435753718,0.746268621341261,0.975778499888317
ATP6AP1L,-0.241940309988746,-3.07052789456484,0.00213680725210694,0.0173341116781312,0.225924120757713
ATP6AP2,-0.0625759839061813,-0.629177532121903,0.529232836338508,0.738968226603647,0.960963573445082
ATP6V0A1,0.143262994139721,2.29257126487865,0.0218727003036148,0.0992352560572868,0.578321645710424
ATP6V0A2,-0.0756249746033794,-1.25913086080913,0.207983069238169,0.438487578706296,0.888026413249877
ATP6V0B,0.0923578473855935,1.28132856652492,0.200078283096829,0.429486948222852,0.86190684907601
ATP6V0D1,0.0441688756380489,0.865946420125967,0.386519545114079,0.623513254991943,0.958883460217674
ATP6V0E1,0.0200465379853796,0.26521906899864,0.790840705819844,0.90217381897938,0.995306952085935
ATP6V0E2,-0.271681426293129,-2.12504919991796,0.0335825077733941,0.135181335923496,0.39771531174117
ATP6V0E2-AS1,0.632164214339997,4.18635954602285,2.83464204181221e-5,4.7238335111743e-4,0.00133423433518734
ATP6V1A,0.0896183147521165,1.38792128996921,0.165161014126497,0.381746596981354,0.850962048759326
ATP6V1B2,0.00710900766180731,0.155915269495011,0.876099809189339,0.942740864702375,0.999060096170347
ATP6V1C1,-0.113956024860807,-1.53013623240926,0.12598301143616,0.322278540625066,0.789723624769707
ATP6V1D,0.0165059601365987,0.247546682434377,0.804485168031442,0.908300310261064,0.996415522629879
ATP6V1E1,0.0433563572985485,0.799449677870898,0.424029714692692,0.656575936839222,0.96348567166036
ATP6V1E2,0.0193886789133731,0.162611626136955,0.870824232506395,0.941241997800506,0.997321845180463
ATP6V1F,0.392243918507072,2.23673992058536,0.025303343248129,0.110064762900788,0.236404775370567
ATP6V1G1,0.012799631527827,0.263383164276855,0.792255265599628,0.90248680569285,0.997023766680756
ATP6V1H,-0.0848678536405997,-1.35057095720023,0.176832909418529,0.397938857080465,0.863261345169533
ATP7A,0.174744934999449,2.47142941480269,0.0134574114969341,0.0708514252401465,0.471026677132722
ATP7B,-0.0777064080743731,-0.823562787635671,0.410188027383532,0.644015870082934,0.933095935144128
ATP8A1,-0.0933941893485489,-1.60301808117823,0.108930662217685,0.293863913012558,0.812971682020804
ATP8B1,0.503038780037726,3.97377609056544,7.07420700758077e-5,0.001046361561132,0.00817009235237131
ATP8B2,0.268122867535222,1.92255087162293,0.0545364789446869,0.188543908063276,0.458434107130966
ATP8B4,-0.216275666751479,-1.04477134609667,0.296128661092541,0.537863456679919,0.768588851072991
ATP9A,0.0325220334003919,0.472485022478628,0.636580629874775,0.813765281920979,0.985418960631257
ATP9B,-0.014035732121227,-0.321943166380806,0.747495750611086,0.877967505075,0.995923559114985
ATPAF1,-0.0116435445441071,-0.226432084421288,0.820865376100758,0.916067599135249,0.997704248313858
ATPAF2,-0.0736496975523892,-1.31781635707631,0.187565130923358,0.412679134210256,0.884031769039201
ATPIF1,-0.0412677001764182,-0.950390860255698,0.3419136863143,0.58488578212383,0.956678040363609
ATR,-0.069321303309751,-1.18062526753781,0.237751621339958,0.475744300233418,0.905215677721671
ATRAID,-0.014505323772009601,-0.261763298959802,0.793503935871691,0.903337053932984,0.996650587174707
ATRIP,-0.122080075825727,-1.04444065277489,0.296281563403396,0.538003390959243,0.861996814475943
ATRN,0.0743215503178532,1.811409183277,0.0700775354959564,0.222118363235284,0.820732494130653
ATRNL1,-0.12802850052432,-1.06514454594261,0.286810523585033,0.528824549117814,0.852229791299578
ATRX,-0.00568129824244589,-0.115132202704335,0.908340335546517,0.958566609435975,0.999453970978309
ATXN1,0.0100381216889809,0.342844219156322,0.731715657712124,0.869355582800411,0.996869369995407
ATXN10,0.0568602679340884,1.08834682733896,0.276442025333887,0.518047555614168,0.929500135861926
ATXN2,0.127195844577996,3.32382844107266,8.8790799675317e-4,0.0085839391008713,0.409114701649303
ATXN2L,0.0313241984304968,0.560668353975624,0.57502364441666,0.772987987276282,0.982816292377187
ATXN3,-0.757648801484255,-4.94683343290633,7.54304684205923e-7,1.87086520867232e-5,2.29789761520416e-5
ATXN7,0.175001251135655,3.70098368044341,2.1476528996315e-4,0.00266575245358576,0.228081009758236
ATXN7L1,-0.168425006717796,-2.01838380174965,0.0435513050587773,0.161173661769893,0.589893707533015
ATXN7L2,0.127999536381843,1.15522015034602,0.248000285052427,0.487104190048244,0.836546641121451
ATXN7L3,0.0758577990403388,1.01125777048357,0.311893072195447,0.554631985895571,0.915411551011968
ATXN7L3B,-0.083222659992388,-1.49042076990362,0.136113634693772,0.338812587980984,0.847073294289717
AUH,-0.344015906152895,-7.31825222151836,2.51221357070405e-13,1.6448450464112e-11,4.62827375731751e-5
AUP1,0.114979692609452,2.00685865686441,0.0447647150674475,0.164038339166257,0.699656729714354
AURKA,0.0489089451539484,0.379848733108263,0.704057704965878,0.853315203122661,0.98298452429595
AURKAIP1,-0.0705517744604837,-1.67065703296683,0.0947894403160577,0.270356665763619,0.846854109601967
AURKC,0.0700153660641925,0.277949005929531,0.781051504159828,0.896603191685878,0.982847026356092
AUTS2,-0.0456352144496651,-0.789043322334479,0.430086686411933,0.662243376368798,0.962226358418746
AVEN,0.0143266441594857,0.179282686140241,0.857715741053043,0.934269728191105,0.997803526072888
AVIL,0.0672157313998441,0.540474646088634,0.588869741357936,0.782008601063143,0.965031911918577
AVL9,-0.182421255039236,-3.68305053325393,2.3045945221193e-4,0.00282251536552117,0.217000097115399
AVPI1,0.594704741938693,2.2653172719988,0.0234932168843129,0.104494137558526,0.10744637618313
AVPR1A,-0.569363090382941,-2.78487100324402,0.0053549021809834,0.0353965748216979,0.0509137351277019
AVPR2,-0.512331244623733,-2.19108248498296,0.028445823960711,0.119410227291772,0.161415554807702
AXIN1,-0.110612548198966,-1.46194277159485,0.143756892896289,0.351101537941484,0.806906402589732
AXIN2,-0.137182406928328,-1.16453978678787,0.244205329320777,0.483295451347215,0.824158564541196
AXL,0.447875440009578,4.21138017997914,2.53815170070262e-5,4.2866217292428e-4,0.00874573446043385
AZI2,0.0497345709319565,0.756747075267406,0.44920140582121,0.67845939474484,0.960979907913258
AZIN1,0.294592170800134,5.03355905374472,4.8145640959126e-7,1.22718086688252e-5,0.0137698986805659
AZIN1-AS1,-0.15002403082063,-1.13253114493345,0.257411198101375,0.497371642574282,0.815792958310922
AZIN2,0.0741598594571671,0.463549577500049,0.642970486954277,0.818009393589632,0.967777396334963
B2M,0.179678868179185,2.56151410553614,0.0104217009159725,0.0588617326877189,0.440418397110852
B3GALNT1,-0.33809604805197,-1.33943598458408,0.180428781343462,0.402750624375492,0.560479761754018
B3GALNT2,-0.115371605219268,-2.79149937220385,0.00524644594123841,0.0348627468389652,0.545678934196712
B3GALT1,-0.196733255138046,-1.72409438780319,0.0846908050776446,0.252300665000571,0.615275663819381
B3GALT5,0.401622523928944,1.70003814172237,0.0891237513620829,0.260030543836785,0.378698620068598
B3GALT6,-0.250178116607671,-1.83170273811461,0.066995720512065,0.215193182718944,0.508513708388149
B3GAT3,-0.0850975172095333,-0.478829360724858,0.632060027434798,0.81061170432712,0.961711984703622
B3GLCT,0.0748255242816195,0.826596316777049,0.408465905702572,0.642632557485598,0.935200068110972
B3GNT2,0.834243696795526,6.29966424727085,2.98291068205143e-10,1.33795165819937e-8,1.13117205699078e-8
